儿科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
儿科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
口腔科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
口腔科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
肿瘤科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
肿瘤科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
中医科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
中医科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
眼科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
眼科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
耳鼻喉-头颈外科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
耳鼻喉-头颈外科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
皮肤性病科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
皮肤性病科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
生殖医学科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
生殖医学科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
康复科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
康复科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
麻醉科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
麻醉科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
精神心理科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
精神心理科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
急诊科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
急诊科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
营养科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
营养科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
放射科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
放射科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
超声科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
超声科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
核医学科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
核医学科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
检验科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
检验科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
病理科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
病理科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
药剂科,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
药剂科,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
其他,感染科,艾滋病性颈淋巴结肿大,https://www.baikemy.com/disease/detail/12377365147393
其他,呼吸内科,Kussmaul呼吸,https://www.baikemy.com/disease/detail/34874943675137
内科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
内科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
内科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
外科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
外科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
外科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
妇产科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
妇产科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
妇产科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
儿科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
儿科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
儿科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
口腔科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
口腔科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
口腔科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
肿瘤科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
肿瘤科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
肿瘤科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
中医科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
中医科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
中医科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
眼科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
眼科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
眼科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
耳鼻喉-头颈外科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
耳鼻喉-头颈外科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
耳鼻喉-头颈外科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
皮肤性病科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
皮肤性病科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
皮肤性病科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
生殖医学科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
生殖医学科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
生殖医学科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
康复科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
康复科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
康复科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
麻醉科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
麻醉科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
麻醉科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
精神心理科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
精神心理科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
精神心理科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
急诊科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
急诊科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
急诊科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
营养科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
营养科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
营养科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
放射科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
放射科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
放射科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
超声科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
超声科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
超声科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
核医学科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
核医学科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
核医学科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
检验科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
检验科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
检验科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
病理科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
病理科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
病理科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
药剂科,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
药剂科,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
药剂科,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
其他,呼吸内科,夜间阵发性呼吸困难,https://www.baikemy.com/disease/detail/31823067529729
其他,呼吸内科,阵发性夜间呼吸困难,https://www.baikemy.com/disease/detail/31351922840577
其他,神经内科,感觉性共济失调步态,https://www.baikemy.com/disease/detail/42459004170241
内科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
内科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
外科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
外科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
妇产科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
妇产科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
儿科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
儿科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
口腔科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
口腔科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
肿瘤科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
肿瘤科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
中医科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
中医科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
眼科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
眼科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
耳鼻喉-头颈外科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
耳鼻喉-头颈外科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
皮肤性病科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
皮肤性病科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
生殖医学科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
生殖医学科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
康复科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
康复科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
麻醉科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
麻醉科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
精神心理科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
精神心理科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
急诊科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
急诊科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
营养科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
营养科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
放射科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
放射科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
超声科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
超声科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
核医学科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
核医学科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
检验科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
检验科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
病理科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
病理科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
药剂科,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
药剂科,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
其他,风湿免疫科,风湿性边缘性红斑,https://www.baikemy.com/disease/detail/8936
其他,肾内科,腰痛伴肾区叩击痛,https://www.baikemy.com/disease/detail/42459005715713
内科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
内科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
内科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
内科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
内科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
内科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
内科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
内科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
外科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
外科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
外科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
外科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
外科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
外科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
外科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
外科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
妇产科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
妇产科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
妇产科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
妇产科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
妇产科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
妇产科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
妇产科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
妇产科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
儿科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
儿科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
儿科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
儿科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
儿科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
儿科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
儿科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
儿科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
口腔科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
口腔科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
口腔科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
口腔科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
口腔科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
口腔科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
口腔科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
口腔科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
肿瘤科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
肿瘤科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
肿瘤科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
肿瘤科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
肿瘤科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
肿瘤科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
肿瘤科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
肿瘤科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
中医科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
中医科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
中医科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
中医科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
中医科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
中医科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
中医科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
中医科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
眼科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
眼科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
眼科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
眼科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
眼科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
眼科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
眼科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
眼科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
耳鼻喉-头颈外科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
耳鼻喉-头颈外科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
耳鼻喉-头颈外科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
耳鼻喉-头颈外科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
耳鼻喉-头颈外科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
耳鼻喉-头颈外科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
耳鼻喉-头颈外科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
耳鼻喉-头颈外科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
皮肤性病科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
皮肤性病科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
皮肤性病科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
皮肤性病科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
皮肤性病科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
皮肤性病科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
皮肤性病科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
皮肤性病科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
生殖医学科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
生殖医学科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
生殖医学科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
生殖医学科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
生殖医学科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
生殖医学科,心血管内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
生殖医学科,心血管内科,心源性呼吸困难,https://www.baikemy.com/disease/detail/33590115826945
生殖医学科,心血管内科,异位性心动过速,https://www.baikemy.com/disease/detail/42459001171457
康复科,呼吸内科,肺弥散功能障碍,https://www.baikemy.com/disease/detail/42458995342081
康复科,呼吸内科,咳粉红色泡沫痰,https://www.baikemy.com/disease/detail/35494844960001
康复科,呼吸内科,劳力性呼吸困难,https://www.baikemy.com/disease/detail/31821959484673
康复科,消化内科,新生儿肝脾肿大,https://www.baikemy.com/disease/detail/1732
康复科,内分泌科,全身黏液性水肿,https://www.baikemy.com/disease/detail/5066
